Composer;Life Time;Opus;Nr. in Opus;Movement Number;Year;Key;Title;url
Johann Sebastian Bach;1685-1750;BWV 1088;COM;COM;;G-Moll/Es-Dur;Einzelwerke - So heb ich denn mein Auge sehnlich auf Air für Bass, in g-Moll / Es-Dur aus einer Passions-Pasticcio nach Carl Heinrich Graun;https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1088_COM_COM_Einzelwerk_004_01232.xml
Johann Sebastian Bach;1685-1750;BWV 1090;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Wir Christenleut ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1090_COM_COM_ChoralePre_004_01233.xml
Johann Sebastian Bach;1685-1750;BWV 1091;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Das alte Jahr vergangen ist ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1091_COM_COM_ChoralePre_004_01234.xml
Johann Sebastian Bach;1685-1750;BWV 1092;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Herr Gott, nun schleuß den Himmel auf ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1092_COM_COM_ChoralePre_004_01235.xml
Johann Sebastian Bach;1685-1750;BWV 1093;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Herzliebster Jesu, was hast du verbrochen ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1093_COM_COM_ChoralePre_004_01236.xml
Johann Sebastian Bach;1685-1750;BWV 1094;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - 0 Jesu, wie ist dein Gestalt ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1094_COM_COM_ChoralePre_004_01237.xml
Johann Sebastian Bach;1685-1750;BWV 1095;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - 0 Lamm Gottes unschuldig ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1095_COM_COM_ChoralePre_004_01238.xml
Johann Sebastian Bach;1685-1750;BWV 1096;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Christe der du bist Tag und Licht ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1096_COM_COM_ChoralePre_004_01239.xml
Johann Sebastian Bach;1685-1750;BWV 1097;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Ehre sei dir Christe, der du leidest Not ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1097_COM_COM_ChoralePre_004_01240.xml
Johann Sebastian Bach;1685-1750;BWV 1098;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Wir glauben all an einen Gott ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1098_COM_COM_ChoralePre_004_01241.xml
Johann Sebastian Bach;1685-1750;BWV 1099;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Aus tiefer Not schrei ich zu dir ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1099_COM_COM_ChoralePre_004_01242.xml
Johann Sebastian Bach;1685-1750;BWV 1100;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Allein zu dir, Herr Jesu Christ ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1100_COM_COM_ChoralePre_004_01243.xml
Johann Sebastian Bach;1685-1750;BWV 1101;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Durch Adams Fall ist ganz verderbt ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1101_COM_COM_ChoralePre_004_01244.xml
Johann Sebastian Bach;1685-1750;BWV 1102;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Du Friedefürst, Herr Jesu Christ ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1102_COM_COM_ChoralePre_004_01245.xml
Johann Sebastian Bach;1685-1750;BWV 1103;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Erhalt uns, Herr, bei deinem Wort ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1103_COM_COM_ChoralePre_004_01246.xml
Johann Sebastian Bach;1685-1750;BWV 1104;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Wenn dich Unglück tut greifen an ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1104_COM_COM_ChoralePre_004_01247.xml
Johann Sebastian Bach;1685-1750;BWV 1105;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Jesu, meine Freude ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1105_COM_COM_ChoralePre_004_01248.xml
Johann Sebastian Bach;1685-1750;BWV 1106;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Gott ist mein Heil, mein Hilf und Trost ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1106_COM_COM_ChoralePre_004_01249.xml
Johann Sebastian Bach;1685-1750;BWV 1107;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Jesu, meines Lebens Leben ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1107_COM_COM_ChoralePre_004_01250.xml
Johann Sebastian Bach;1685-1750;BWV 1108;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Als Jesus Christus in der Nacht ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1108_COM_COM_ChoralePre_004_01251.xml
Johann Sebastian Bach;1685-1750;BWV 1109;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Ach Gott, tu dich erbarmen ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1109_COM_COM_ChoralePre_004_01252.xml
Johann Sebastian Bach;1685-1750;BWV 1110;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - 0 Herre Gott, dein göttlich Wort ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1110_COM_COM_ChoralePre_004_01253.xml
Johann Sebastian Bach;1685-1750;BWV 1111;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Nun lasset uns den Leib begraben ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1111_COM_COM_ChoralePre_004_01254.xml
Johann Sebastian Bach;1685-1750;BWV 1112;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Christus, der ist mein Leben ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1112_COM_COM_ChoralePre_004_01255.xml
Johann Sebastian Bach;1685-1750;BWV 1113;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Ich hab mein Sach Gott heimgestellt ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1113_COM_COM_ChoralePre_004_01256.xml
Johann Sebastian Bach;1685-1750;BWV 1114;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Herr Jesu Christ, du höchstes Gut ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1114_COM_COM_ChoralePre_004_01257.xml
Johann Sebastian Bach;1685-1750;BWV 1115;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Herzlich lieb hab ich dich, o Herr ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1115_COM_COM_ChoralePre_004_01258.xml
Johann Sebastian Bach;1685-1750;BWV 1116;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Was Gott tut, das ist wohlgetan ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1116_COM_COM_ChoralePre_004_01259.xml
Johann Sebastian Bach;1685-1750;BWV 1117;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Alle Menschen müssen sterben ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1117_COM_COM_ChoralePre_004_01260.xml
Johann Sebastian Bach;1685-1750;BWV 1118;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Werde munter, mein Gemüte ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1118_COM_COM_ChoralePre_004_01261.xml
Johann Sebastian Bach;1685-1750;BWV 1119;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Wie nach einer Wasserquelle ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1119_COM_COM_ChoralePre_004_01262.xml
Johann Sebastian Bach;1685-1750;BWV 1120;COM;COM;;;"Chorale Preludes (""Neumeister Chorales"") - Christ, der du bist der helle Tag ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1120_COM_COM_ChoralePre_004_01263.xml
Johann Sebastian Bach;1685-1750;BWV 1126;COM;COM;;;Lobet Gott, unsern Herren Vierstimmiger Choral ;https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1126_COM_COM_LobetGottu_004_01264.xml
Johann Sebastian Bach;1685-1750;BWV 1128;COM;COM;;B-Dur;Wo Gott der Herr nicht bei uns hält;https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV1128_COM_COM_WoGottderH_004_01265.xml
AdrianoBanchieri;1568-1634;UNSP;UNSP;UNSP;;;Aprestateci fede - Confitemini Deo;https://analyse.hfm-weimar.de/database/03/BaAdPse_UNSP_UNSP_UNSP_Aprestatec_003_00180.xml
Béla Bartók;1881-1945;Op.6;1-14;COM;1908;;14 Bagatelles for Piano - Molto Sostenuto;https://analyse.hfm-weimar.de/database/01/BaBe_Op6_1-14_COM_14Bagatell_001_00022.xml
Béla Bartók;1881-1945;Op.6;2-14;COM;1908;;14 Bagatelles for Piano - Allegro giocoso;https://analyse.hfm-weimar.de/database/01/BaBe_Op6_2-14_COM_14Bagatell_001_00023.xml
Béla Bartók;1881-1945;Op.20;1-8;COM;1920;;8 Improvisations on Hungarian Peasant Songs for Piano - Molto Moderato;https://analyse.hfm-weimar.de/database/01/BaBe_Op20_1-8_COM_8Improvisa_001_00024.xml
Béla Bartók;1881-1945;Sz.35a;COM;COM;1907;;3 Hungarian Folksongs from Csik;https://analyse.hfm-weimar.de/database/01/BaBe_Sz35a_COM_COM_3Hungarian_001_00025.xml
Béla Bartók;1881-1945;Sz.49;COM;COM;1911;;Allegro Barbaro;https://analyse.hfm-weimar.de/database/01/BaBe_Sz49_COM_COM_AllegroBar_001_00026.xml
Béla Bartók;1881-1945;Sz.55;COM;1-3;1915;;Sonatina for Piano;https://analyse.hfm-weimar.de/database/01/BaBe_Sz55_COM_1-3_Sonatinafo_001_00027.xml
Béla Bartók;1881-1945;Sz.56;COM;COM;1915;;Romanian Folk Dances;https://analyse.hfm-weimar.de/database/01/BaBe_Sz56_COM_COM_RomanianFo_001_00028.xml
Ludwig van Beethoven;1770-1827;Op.2;1-3;1-4;1793-95;F-Moll;Piano Sonata No. 1 in F minor - Allegro, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_1-3_1-4_PianoSonat_003_00003.xml
Ludwig van Beethoven;1770-1827;Op.2;1-3;2-4;1793-95;F-Dur;Piano Sonata No. 1 in F minor - Adagio, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_1-3_2-4_PianoSonat_003_00004.xml
Ludwig van Beethoven;1770-1827;Op.2;1-3;3-4;1793-95;F-Dur trio: F-Moll;Piano Sonata No. 1 in F minor - Minuetto: Allegretto, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_1-3_3-4_PianoSonat_003_00005.xml
Ludwig van Beethoven;1770-1827;Op.2;1-3;4-4;1793-95;F-Moll;Piano Sonata No. 1 in F minor - Prestissimo, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_1-3_4-4_PianoSonat_003_00006.xml
Ludwig van Beethoven;1770-1827;Op.2;2-3;1-4;1794-95;A-Dur;Piano Sonata No. 2 in A major - Allegro vivace, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_2-3_1-4_PianoSonat_003_00007.xml
Ludwig van Beethoven;1770-1827;Op.2;2-3;2-4;1794-95;D-Dur;Piano Sonata No. 2 in A major - Largo appassionato, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_2-3_2-4_PianoSonat_003_00008.xml
Ludwig van Beethoven;1770-1827;Op.2;2-3;3-4;1794-95;A-Dur - Trio: A-Moll;Piano Sonata No. 2 in A major - Scherzo: Allegretto, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_2-3_3-4_PianoSonat_003_00009.xml
Ludwig van Beethoven;1770-1827;Op.2;2-3;4-4;1794-95;A-Dur;Piano Sonata No. 2 in A major - Rondo: Grazioso, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_2-3_4-4_PianoSonat_003_00010.xml
Ludwig van Beethoven;1770-1827;Op.2;3-3;1-4;1794-95;C-Dur;Piano Sonata No. 3 in C major - Allegro con brio, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_3-3_1-4_PianoSonat_003_00011.xml
Ludwig van Beethoven;1770-1827;Op.2;3-3;2-4;1794-95;E-Dur;Piano Sonata No. 3 in C major - Adagio, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_3-3_2-4_PianoSonat_003_00012.xml
Ludwig van Beethoven;1770-1827;Op.2;3-3;3-4;1794-95;C-Dur trio: A-Moll;Piano Sonata No. 3 in C major - Scherzo: Allegro, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_3-3_3-4_PianoSonat_003_00013.xml
Ludwig van Beethoven;1770-1827;Op.2;3-3;4-4;1794-95;C-Dur;Piano Sonata No. 3 in C major - Allegro assai, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op2_3-3_4-4_PianoSonat_003_00014.xml
Ludwig van Beethoven;1770-1827;Op.7;COM;1-4;1796-97;Es-Dur;Piano Sonata No. 4 in E-flat major - Allegro molto con brio, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op7_COM_1-4_PianoSonat_003_00015.xml
Ludwig van Beethoven;1770-1827;Op.7;COM;2-4;1796-97;C-Dur;Piano Sonata No. 4 in E-flat major - Largo, con gran expressione, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op7_COM_2-4_PianoSonat_003_00016.xml
Ludwig van Beethoven;1770-1827;Op.7;COM;3-4;1796-97;Es-Dur trio:Es-Moll;Piano Sonata No. 4 in E-flat major - Allegro, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op7_COM_3-4_PianoSonat_003_00017.xml
Ludwig van Beethoven;1770-1827;Op.7;COM;4-4;1796-97;Es-Dur;Piano Sonata No. 4 in E-flat major - Rondo: Poco allegretto e grazioso, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op7_COM_4-4_PianoSonat_003_00018.xml
Ludwig van Beethoven;1770-1827;Op.10;1-3;1-3;1795-97;C-Moll;Piano Sonata No. 5 in C minor - Allegro molto e con brio, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_1-3_1-3_PianoSonat_003_00019.xml
Ludwig van Beethoven;1770-1827;Op.10;1-3;2-3;1795-97;As-Dur;Piano Sonata No. 5 in C minor - Adagio molto, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_1-3_2-3_PianoSonat_003_00020.xml
Ludwig van Beethoven;1770-1827;Op.10;1-3;3-3;1795-97;C-Moll;Piano Sonata No. 5 in C minor - Finale: Prestissimo, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_1-3_3-3_PianoSonat_003_00021.xml
Ludwig van Beethoven;1770-1827;Op.10;2-3;2-3;1796-98;F-Moll;Piano Sonata No. 6 in F major - Allegretto, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_2-3_2-3_PianoSonat_003_00023.xml
Ludwig van Beethoven;1770-1827;Op.10;2-3;3-3;1796-98;F-Dur;Piano Sonata No. 6 in F major - Presto, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_2-3_3-3_PianoSonat_003_00024.xml
Ludwig van Beethoven;1770-1827;Op.10;3-3;1-4;1797-98;D-Dur;Piano Sonata No. 7 in D major - Presto, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_3-3_1-4_PianoSonat_003_00025.xml
Ludwig van Beethoven;1770-1827;Op.10;3-3;2-4;1797-98;D-Moll;Piano Sonata No. 7 in D major - Largo e mesto, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_3-3_2-4_PianoSonat_003_00026.xml
Ludwig van Beethoven;1770-1827;Op.10;3-3;3-4;1797-98;D-Dur;Piano Sonata No. 7 in D major - Minuetto: Allegro, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_3-3_3-4_PianoSonat_003_00027.xml
Ludwig van Beethoven;1770-1827;Op.10;3-3;4-4;1797-98;D-Dur;Piano Sonata No. 7 in D major - Rondo: Allegro, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op10_3-3_4-4_PianoSonat_003_00028.xml
Ludwig van Beethoven;1770-1827;Op.13;COM;1-3;1798;C-Moll;Piano Sonata No. 8 in C minor - Tempo primo, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op13_COM_1-3_PianoSonat_003_00029.xml
Ludwig van Beethoven;1770-1827;Op.13;COM;2-3;1798;As-Dur;Piano Sonata No. 8 in C minor - Adagio cantabile, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op13_COM_2-3_PianoSonat_003_00030.xml
Ludwig van Beethoven;1770-1827;Op.13;COM;3-3;1798;C-Moll;Piano Sonata No. 8 in C minor - Allegro, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op13_COM_3-3_PianoSonat_003_00031.xml
Ludwig van Beethoven;1770-1827;Op.14;1-2;1-3;1798;E-Dur;Piano Sonata No. 9 in E major - Allegro, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op14_1-2_1-3_PianoSonat_003_00032.xml
Ludwig van Beethoven;1770-1827;Op.14;1-2;2-3;1798;E-Moll;Piano Sonata No. 9 in E major - Allegretto, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op14_1-2_2-3_PianoSonat_003_00033.xml
Ludwig van Beethoven;1770-1827;Op.14;1-2;3-3;1798;E-Dur;Piano Sonata No. 9 in E major - Rondo: Allegro commodo, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op14_1-2_3-3_PianoSonat_003_00034.xml
Ludwig van Beethoven;1770-1827;Op.14;2-2;1-3;1798-99;G-Dur;Piano Sonata No. 10 in G major - Allegro, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op14_2-2_1-3_PianoSonat_003_00035.xml
Ludwig van Beethoven;1770-1827;Op.14;2-2;2-3;1798-99;C-Dur;Piano Sonata No. 10 in G major - Andante, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op14_2-2_2-3_PianoSonat_003_00036.xml
Ludwig van Beethoven;1770-1827;Op.14;2-2;3-3;1798-99;G-Dur;Piano Sonata No. 10 in G major - Scherzo: Allegro assai, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op14_2-2_3-3_PianoSonat_003_00037.xml
Ludwig van Beethoven;1770-1827;Op.18;1-6;1-4;1799;F-Dur;String Quartet No. 1 in F major, Op. 18, No. 1 - Allegro con brio, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_1-6_1-4_StringQuar_003_00104.xml
Ludwig van Beethoven;1770-1827;Op.18;1-6;2-4;1799;D-Moll;String Quartet No. 1 in F major, Op. 18, No. 1 - Adagio affettuoso ed appassionato, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_1-6_2-4_StringQuar_003_00105.xml
Ludwig van Beethoven;1770-1827;Op.18;1-6;3-4;1799;F-Dur;String Quartet No. 1 in F major, Op. 18, No. 1 - Scherzo: Allegro molto, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_1-6_3-4_StringQuar_003_00106.xml
Ludwig van Beethoven;1770-1827;Op.18;1-6;4-4;1799;F-Dur;String Quartet No. 1 in F major, Op. 18, No. 1 - Allegro, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_1-6_4-4_StringQuar_003_00107.xml
Ludwig van Beethoven;1770-1827;Op.18;2-6;1-4;1799;G-Dur;String Quartet No. 2 in G major, Op. 18, No. 2 - Allegro, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_2-6_1-4_StringQuar_003_00108.xml
Ludwig van Beethoven;1770-1827;Op.18;2-6;2-4;1799;C-Dur;String Quartet No. 2 in G major, Op. 18, No. 2 - Adagio cantabile, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_2-6_2-4_StringQuar_003_00109.xml
Ludwig van Beethoven;1770-1827;Op.18;2-6;3-4;1799;G-Dur;String Quartet No. 2 in G major, Op. 18, No. 2 - Scherzo Allegro, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_2-6_3-4_StringQuar_003_00110.xml
Ludwig van Beethoven;1770-1827;Op.18;2-6;4-4;1799;G-Dur;String Quartet No. 2 in G major, Op. 18, No. 2 - Allegro molto, quasi presto, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_2-6_4-4_StringQuar_003_00111.xml
Ludwig van Beethoven;1770-1827;Op.18;3-6;1-4;1798-99;D-Dur;String Quartet No. 3 in D major, Op. 18, No. 3 - Allegro, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_3-6_1-4_StringQuar_003_00112.xml
Ludwig van Beethoven;1770-1827;Op.18;3-6;2-4;1798-99;B-Dur;String Quartet No. 3 in D major, Op. 18, No. 3 - Andante con moto, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_3-6_2-4_StringQuar_003_00113.xml
Ludwig van Beethoven;1770-1827;Op.18;3-6;3-4;1798-99;D-Dur;String Quartet No. 3 in D major, Op. 18, No. 3 - Allegro, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_3-6_3-4_StringQuar_003_00114.xml
Ludwig van Beethoven;1770-1827;Op.18;3-6;4-4;1798-99;D-Dur;String Quartet No. 3 in D major, Op. 18, No. 3 - Presto, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_3-6_4-4_StringQuar_003_00115.xml
Ludwig van Beethoven;1770-1827;Op.18;4-6;1-4;1799-1800;C-Moll;String Quartet No. 4 in C minor, Op. 18, No. 4 - Allegro ma non tanto, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_4-6_1-4_StringQuar_003_00116.xml
Ludwig van Beethoven;1770-1827;Op.18;4-6;2-4;1799-1800;C-Dur;String Quartet No. 4 in C minor, Op. 18, No. 4 - Scherzo: Andante scherzoso quasi Allegretto, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_4-6_2-4_StringQuar_003_00117.xml
Ludwig van Beethoven;1770-1827;Op.18;4-6;3-4;1799-1800;C-Moll;String Quartet No. 4 in C minor, Op. 18, No. 4 - Menuetto, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_4-6_3-4_StringQuar_003_00118.xml
Ludwig van Beethoven;1770-1827;Op.18;4-6;4-4;1799-1800;C-Moll;String Quartet No. 4 in C minor, Op. 18, No. 4 - Allegro, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_4-6_4-4_StringQuar_003_00119.xml
Ludwig van Beethoven;1770-1827;Op.18;5-6;1-4;1799;A-Dur;String Quartet No. 5 in A major, Op. 18, No. 5 - Allegro, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_5-6_1-4_StringQuar_003_00120.xml
Ludwig van Beethoven;1770-1827;Op.18;5-6;2-4;1799;A-Dur;String Quartet No. 5 in A major, Op. 18, No. 5 - Menuetto, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_5-6_2-4_StringQuar_003_00121.xml
Ludwig van Beethoven;1770-1827;Op.18;5-6;3-4;1799;D-Dur;String Quartet No. 5 in A major, Op. 18, No. 5 - Andante cantabile, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_5-6_3-4_StringQuar_003_00122.xml
Ludwig van Beethoven;1770-1827;Op.18;5-6;4-4;1799;A-Dur;String Quartet No. 5 in A major, Op. 18, No. 5 - Allegro, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_5-6_4-4_StringQuar_003_00123.xml
Ludwig van Beethoven;1770-1827;Op.18;6-6;1-5;1800;B-Dur;String Quartet No. 6 in B-flat major, Op. 18, No. 6 - Allegro con brio, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_6-6_1-5_StringQuar_003_00124.xml
Ludwig van Beethoven;1770-1827;Op.18;6-6;2-5;1800;Es-Dur;String Quartet No. 6 in B-flat major, Op. 18, No. 6 - Adagio ma non troppo, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_6-6_2-5_StringQuar_003_00125.xml
Ludwig van Beethoven;1770-1827;Op.18;6-6;3-5;1800;B-Dur;String Quartet No. 6 in B-flat major, Op. 18, No. 6 - Scherzo. Allegro, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_6-6_3-5_StringQuar_003_00126.xml
Ludwig van Beethoven;1770-1827;Op.18;6-6;4-5;1800;B-Dur;String Quartet No. 6 in B-flat major, Op. 18, No. 6 - La Malinconia. Adagio, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_6-6_4-5_StringQuar_003_00127.xml
Ludwig van Beethoven;1770-1827;Op.18;6-6;5-5;1800;B-Dur;String Quartet No. 6 in B-flat major, Op. 18, No. 6 - Allegretto quasi Allegro, Mvmt. 5;https://analyse.hfm-weimar.de/database/03/BeLuva_Op18_6-6_5-5_StringQuar_003_00128.xml
Ludwig van Beethoven;1770-1827;Op.22;COM;1-4;1799-1800;B-Dur;Piano Sonata No. 11 in B-flat major - Allegro con brio, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op22_COM_1-4_PianoSonat_003_00038.xml
Ludwig van Beethoven;1770-1827;Op.22;COM;2-4;1799-1800;Es-Dur;Piano Sonata No. 11 in B-flat major - Adagio con molt' espressione, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op22_COM_2-4_PianoSonat_003_00039.xml
Ludwig van Beethoven;1770-1827;Op.22;COM;3-4;1799-1800;G-Moll;Piano Sonata No. 11 in B-flat major - Minuetto, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op22_COM_3-4_PianoSonat_003_00040.xml
Ludwig van Beethoven;1770-1827;Op.22;COM;4-4;1799-1800;B-Dur;Piano Sonata No. 11 in B-flat major - Rondo: Allegretto, Mvmt. 4;https://analyse.hfm-weimar.de/database/03/BeLuva_Op22_COM_4-4_PianoSonat_003_00041.xml
Ludwig van Beethoven;1770-1827;Op.26;COM;1-4;1800-01;As-Dur;Piano Sonata No. 12 in A-flat major - Andante, Mvmt. 1;https://analyse.hfm-weimar.de/database/03/BeLuva_Op26_COM_1-4_PianoSonat_003_00042.xml
Ludwig van Beethoven;1770-1827;Op.26;COM;2-4;1800-01;As-Dur/Des-Dur;Piano Sonata No. 12 in A-flat major - Allegro molto, Mvmt. 2;https://analyse.hfm-weimar.de/database/03/BeLuva_Op26_COM_2-4_PianoSonat_003_00043.xml
Ludwig van Beethoven;1770-1827;Op.26;COM;3-4;1800-01;As-Moll;Piano Sonata No. 12 in A-flat major - Maestoso andante, Mvmt. 3;https://analyse.hfm-weimar.de/database/03/BeLuva_Op26_COM_3-4_PianoSonat_003_00044.xml
