Composer;Life Time;Opus;Nr. in Opus;Movement Number;Year;Key;Title;url
Johann Sebastian Bach;1685-1750;BWV 70;1-2;2-7;;F major-A minor;"Cantata ""Wachet, betet, seid bereit allezeit!"" - Recitativo (bass): Erschrecket, ihr verstockten Sünder!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_1-2_2-7_CantataWac_004_00406.xml
Johann Sebastian Bach;1685-1750;BWV 70;1-2;3-7;;A minor;"Cantata ""Wachet, betet, seid bereit allezeit!"" - Aria (alto): Wenn kömmt der Tag, an dem wir ziehen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_1-2_3-7_CantataWac_004_00407.xml
Johann Sebastian Bach;1685-1750;BWV 70;1-2;4+5+6-7;;D minor-B minor & E minor & D major-G major;"Cantata ""Wachet, betet, seid bereit allezeit!"" - Recitativo (tenor): Auch bei dem himmlischen Verlangen & Aria (soprano): Laßt der Spötter Zungen schmähen & Recitativo (tenor): Jedoch bei dem unartigen Geschlechte";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_1-2_4+5+6-7_CantataWac_004_00408.xml
Johann Sebastian Bach;1685-1750;BWV 70;1-2;7-7;;G major;"Cantata ""Wachet, betet, seid bereit allezeit!"" - Chorale: Freu dich sehr, o meine Seele";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_1-2_7-7_CantataWac_004_00409.xml
Johann Sebastian Bach;1685-1750;BWV 70;2-2;1-4;;G major;"Cantata ""Wachet, betet, seid bereit allezeit!"" - Aria (tenor): Hebt euer Haupt empor";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_2-2_1-4_CantataWac_004_00410.xml
Johann Sebastian Bach;1685-1750;BWV 70;2-2;2-4;;E minor-C major;"Cantata ""Wachet, betet, seid bereit allezeit!"" - Recitativo (bass): Ach, soll nicht dieser große Tag";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_2-2_2-4_CantataWac_004_00411.xml
Johann Sebastian Bach;1685-1750;BWV 70;2-2;3-4;;C major;"Cantata ""Wachet, betet, seid bereit allezeit!"" -  Aria (Bass): Seligster Erquickungstag";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_2-2_3-4_CantataWac_004_00412.xml
Johann Sebastian Bach;1685-1750;BWV 70;2-2;4-4;;C major;"Cantata ""Wachet, betet, seid bereit allezeit!"" -  Chorale: Nicht nach Welt, nach Himmel nicht";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_2-2_4-4_CantataWac_004_00413.xml
Johann Sebastian Bach;1685-1750;BWV 71;COM;COM;;;"Cantata ""Gott ist mein König"" - Cantata ""Gott ist mein König""";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV71_COM_COM_CantataGot_004_00414.xml
Johann Sebastian Bach;1685-1750;BWV 72;COM;1-6;;A minor;"Cantata ""Alles nur nach Gottes Willen"" - Chorus: Alles nur nach Gottes Willen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV72_COM_1-6_CantataAll_004_00415.xml
Johann Sebastian Bach;1685-1750;BWV 72;COM;2+3+4-6;;C major-D minor & D minor & A minor-G major;"Cantata ""Alles nur nach Gottes Willen"" - Recitativo (alto): O selger Christ, der allzeit seinen Willen & Aria (alto): Mit allem, was ich hab und bin & Recitativo (bass): So glaube nun!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV72_COM_2+3+4-6_CantataAll_004_00416.xml
Johann Sebastian Bach;1685-1750;BWV 72;COM;5-6;;C major;"Cantata ""Alles nur nach Gottes Willen"" - Aria (soprano): Mein Jesus will es tun, er will dein Kreuz versüßen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV72_COM_5-6_CantataAll_004_00417.xml
Johann Sebastian Bach;1685-1750;BWV 72;COM;6-6;;A minor;"Cantata ""Alles nur nach Gottes Willen"" - Chorale: Was mein Gott will, das g'scheh allzeit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV72_COM_6-6_CantataAll_004_00418.xml
Johann Sebastian Bach;1685-1750;BWV 73;COM;1-5;;G minor;"Cantata ""Herr, wie du willt, so schick's mit mir"" - Chorus and Recitative (soprano, tenor, bass): Herr, wie du willt, so schick’s mit mir";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV73_COM_1-5_CantataHer_004_00419.xml
Johann Sebastian Bach;1685-1750;BWV 73;COM;2+3-5;;E-sharp major & C minor;"Cantata ""Herr, wie du willt, so schick's mit mir"" - Aria (tenor): Ach senke doch den Geist der Freuden & Recitativo (bass): Ach, unser Wille bleibt verkehrt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV73_COM_2+3-5_CantataHer_004_00420.xml
Johann Sebastian Bach;1685-1750;BWV 73;COM;4-5;;C minor;"Cantata ""Herr, wie du willt, so schick's mit mir"" - Aria (bass): Herr, so du willt. Also motivically based";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV73_COM_4-5_CantataHer_004_00421.xml
Johann Sebastian Bach;1685-1750;BWV 73;COM;5-5;;C minor;"Cantata ""Herr, wie du willt, so schick's mit mir"" - Chorale: Das ist des Vaters Wille";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV73_COM_5-5_CantataHer_004_00422.xml
Johann Sebastian Bach;1685-1750;BWV 74;COM;1-8;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Chorus: Wer mich liebet, der wird mein Wort halten";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV74_COM_1-8_CantataWer_004_00423.xml
Johann Sebastian Bach;1685-1750;BWV 74;COM;2+3-8;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Aria (soprano): Komm, komm mein Herze steht dir offen & Recitative (alto): Die Wohnung ist bereit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV74_COM_2+3-8_CantataWer_004_00424.xml
Johann Sebastian Bach;1685-1750;BWV 74;COM;4-8;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Aria (bass): Ich gehe hin und komme wieder zu euch";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV74_COM_4-8_CantataWer_004_00425.xml
Johann Sebastian Bach;1685-1750;BWV 74;COM;5+6-8;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Aria (tenor): Kommt, kommt, eilet & Recitative (bass): Es ist nichts Verdammliches";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV74_COM_5+6-8_CantataWer_004_00426.xml
Johann Sebastian Bach;1685-1750;BWV 74;COM;7-8;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Aria (alto): Nichts kann mich erretten";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV74_COM_7-8_CantataWer_004_00427.xml
Johann Sebastian Bach;1685-1750;BWV 74;COM;8-8;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Chorale: Kein Menschenkind hier auf der Erd";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV74_COM_8-8_CantataWer_004_00428.xml
Johann Sebastian Bach;1685-1750;BWV 75;1-2;1-7;;E minor;"Cantata ""Die Elenden sollen essen"" - Chorus: Die Elenden sollen essen, daß sie satt werden";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV75_1-2_1-7_CantataDie_004_00429.xml
Johann Sebastian Bach;1685-1750;BWV 75;1-2;2-7;;B minor-E minor;"Cantata ""Die Elenden sollen essen"" - Recitativo (bass): Was hilft des Purpurs Majestät";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV75_1-2_2-7_CantataDie_004_00430.xml
Johann Sebastian Bach;1685-1750;BWV 75;1-2;3-7;;G major;"Cantata ""Die Elenden sollen essen"" - Aria (tenor): Mein Jesus soll mein alles sein";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV75_1-2_3-7_CantataDie_004_00431.xml
Johann Sebastian Bach;1685-1750;BWV 75;1-2;4+5+6-7;;A minor-C major & A minor & G major;"Cantata ""Die Elenden sollen essen"" - Recitativo (tenor): Gott stürzet und erhöhet & Aria (soprano): Ich nehme mein Leiden & Recitativo (soprano): Indes schenkt Gott ein gut Gewissen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV75_1-2_4+5+6-7_CantataDie_004_00432.xml
Johann Sebastian Bach;1685-1750;BWV 75;1-2;7-7;;G major;"Cantata ""Die Elenden sollen essen"" - Chorale: Was Gott tut, das ist wohlgetan";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV75_1-2_7-7_CantataDie_004_00433.xml
Johann Sebastian Bach;1685-1750;BWV 75;2-2;2-7;;E minor-G major;"Cantata ""Die Elenden sollen essen"" - Recitativo (alto): Nur eines kränkt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV75_2-2_2-7_CantataDie_004_00435.xml
Johann Sebastian Bach;1685-1750;BWV 75;2-2;3+4-7;;E minor & D major-C major;"Cantata ""Die Elenden sollen essen"" - Aria (alto): Jesus macht mich geistlich reich & Recitativo (bass): Wer nur in Jesu bleibt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV75_2-2_3+4-7_CantataDie_004_00436.xml
Johann Sebastian Bach;1685-1750;BWV 75;2-2;5+6-7;;C major & A minor-G major;"Cantata ""Die Elenden sollen essen"" - Aria (bass): Mein Herze glaubt und liebt &  Recitativo (tenor): O Armut, der kein Reichtum gleicht!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV75_2-2_5+6-7_CantataDie_004_00437.xml
Johann Sebastian Bach;1685-1750;BWV 76;1-2;1-7;;C major;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Chorus: Die Himmel erzählen die Ehre Gottes";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_1-2_1-7_CantataDie_004_00439.xml
Johann Sebastian Bach;1685-1750;BWV 76;1-2;2-7;;A minor-E minor;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Recitativo (tenor): So läßt sich Gott nicht unbezueget!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_1-2_2-7_CantataDie_004_00440.xml
Johann Sebastian Bach;1685-1750;BWV 76;1-2;3+4-7;;G major & E minor-C major;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Aria (soprano): Hört, ihr Völker, Gottes Stimme & Recitativo (bass): Wer aber hört";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_1-2_3+4-7_CantataDie_004_00441.xml
Johann Sebastian Bach;1685-1750;BWV 76;1-2;5-7;;C major;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Aria (bass): Fahr hin, abgöttische Zunft!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_1-2_5-7_CantataDie_004_00442.xml
Johann Sebastian Bach;1685-1750;BWV 76;1-2;6-7;;E minor;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Recitativo (alto): Du hast uns, Herr, von allen Straßen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_1-2_6-7_CantataDie_004_00443.xml
Johann Sebastian Bach;1685-1750;BWV 76;1-2;7-7;;E minor;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Choral: Es woll uns Gott genädig sein";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_1-2_7-7_CantataDie_004_00444.xml
Johann Sebastian Bach;1685-1750;BWV 76;2-2;1-7;;E minor;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Sinfonia";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_2-2_1-7_CantataDie_004_00445.xml
Johann Sebastian Bach;1685-1750;BWV 76;2-2;2-7;;B minor-A minor;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Recitativo (bass): Gott segne noch die treue Schar";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_2-2_2-7_CantataDie_004_00446.xml
Johann Sebastian Bach;1685-1750;BWV 76;2-2;3+4-7;;A minor & F major-C major;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Aria (tenor): Hasse nur, hasse mich recht & Recitativo (alto): Ich fühle schon im Geist";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_2-2_3+4-7_CantataDie_004_00447.xml
Johann Sebastian Bach;1685-1750;BWV 76;2-2;5+6-7;;E minor & C major-E minor;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Aria (alto): Liebt, ihr Christen, in der Tat! & Recitativo (tenor): So soll die Christenheit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_2-2_5+6-7_CantataDie_004_00448.xml
Johann Sebastian Bach;1685-1750;BWV 76;2-2;7-7;;E minor;"Cantata ""Die Himmel erzählen die Ehre Gottes"" - Choral: Es danke, Gott, und lobe dich";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV76_2-2_7-7_CantataDie_004_00449.xml
Johann Sebastian Bach;1685-1750;BWV 77;COM;1-6;;C major;"Cantata ""Du sollt Gott, deinen Herren, lieben"" - Chorus: Du sollt Gott, deinen Herren, lieben";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV77_COM_1-6_CantataDus_004_00450.xml
Johann Sebastian Bach;1685-1750;BWV 77;COM;2+3-6;;C major & A minor;"Cantata ""Du sollt Gott, deinen Herren, lieben"" - Recitative (bass): So muss es sein! & Aria (soprano): Mein Gott, ich liebe dich von Herzen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV77_COM_2+3-6_CantataDus_004_00451.xml
Johann Sebastian Bach;1685-1750;BWV 77;COM;4-6;;E minor-G major;"Cantata ""Du sollt Gott, deinen Herren, lieben"" - Recitative (tenor): Gib mir dabei, mein Gott! ein Samariterherz";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV77_COM_4-6_CantataDus_004_00452.xml
Johann Sebastian Bach;1685-1750;BWV 77;COM;5-6;;D minor;"Cantata ""Du sollt Gott, deinen Herren, lieben"" - Aria (alto): Ach, es bleibt in meiner Liebe";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV77_COM_5-6_CantataDus_004_00453.xml
Johann Sebastian Bach;1685-1750;BWV 77;COM;6-6;;G minor-D major;"Cantata ""Du sollt Gott, deinen Herren, lieben"" - Chorale: Ach Gott, vom Himmel sieh darein";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV77_COM_6-6_CantataDus_004_00454.xml
Johann Sebastian Bach;1685-1750;BWV 78;COM;1-7;;G minor;"Cantata ""Jesu, der du meine Seele"" - Chorus: Jesu, der du meine Seele";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV78_COM_1-7_CantataJes_004_00455.xml
Johann Sebastian Bach;1685-1750;BWV 78;COM;2-7;;B-sharp major;"Cantata ""Jesu, der du meine Seele"" - Aria (soprano, alto): Wir eilen mit schwachen, doch emsigen Schritten";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV78_COM_2-7_CantataJes_004_00456.xml
Johann Sebastian Bach;1685-1750;BWV 78;COM;3-7;;D minor-C minor;"Cantata ""Jesu, der du meine Seele"" - Recitativo (tenor): Ach! ich bin ein Kind der Sünden";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV78_COM_3-7_CantataJes_004_00457.xml
Johann Sebastian Bach;1685-1750;BWV 78;COM;4-7;;G minor;"Cantata ""Jesu, der du meine Seele"" - Aria (tenor): Das Blut, so meine Schuld durchstreicht";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV78_COM_4-7_CantataJes_004_00458.xml
Johann Sebastian Bach;1685-1750;BWV 78;COM;5-7;;E-sharp major-F minor;"Cantata ""Jesu, der du meine Seele"" - Recitativo (bass): Die Wunden, Nägel, Kron und Grab";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV78_COM_5-7_CantataJes_004_00459.xml
Johann Sebastian Bach;1685-1750;BWV 78;COM;6-7;;C minor;"Cantata ""Jesu, der du meine Seele"" - Aria (bass): Nur du wirst mein Gewissen stillen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV78_COM_6-7_CantataJes_004_00460.xml
Johann Sebastian Bach;1685-1750;BWV 78;COM;7-7;;G minor;"Cantata ""Jesu, der du meine Seele"" - Chorale: Herr, ich glaube, hilf mir Schwachen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV78_COM_7-7_CantataJes_004_00461.xml
Johann Sebastian Bach;1685-1750;BWV 79;COM;1-6;;G major;"Cantata ""Gott der Herr ist Sonn und Schild"" - Chorus: Gott, der Herr, ist Sonn und Schild";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV79_COM_1-6_CantataGot_004_00462.xml
Johann Sebastian Bach;1685-1750;BWV 79;COM;2-6;;D major;"Cantata ""Gott der Herr ist Sonn und Schild"" - Aria (alto): Gott ist unser Sonn und Schild";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV79_COM_2-6_CantataGot_004_00463.xml
Johann Sebastian Bach;1685-1750;BWV 79;COM;3-6;;G major;"Cantata ""Gott der Herr ist Sonn und Schild"" - Chorus: Nun danket Alle Gott";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV79_COM_3-6_CantataGot_004_00464.xml
Johann Sebastian Bach;1685-1750;BWV 79;COM;4-6;;B minor & G major;"Cantata ""Gott der Herr ist Sonn und Schild"" - Recitativo (bass): Gottlob! Wir wissen den rechten Weg zur Seligkeit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV79_COM_4-6_CantataGot_004_00465.xml
Johann Sebastian Bach;1685-1750;BWV 79;COM;5+6-6;;B minor;"Cantata ""Gott der Herr ist Sonn und Schild"" - Aria (soprano, bass): Gott, ach Gott, verlaß die Deinen nimmermehr & Chorale: Erhalt uns in der Wahrheit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV79_COM_5+6-6_CantataGot_004_00466.xml
Johann Sebastian Bach;1685-1750;BWV 80;COM;1-8;;D major;"Cantata ""Ein feste Burg ist unser Gott"" - Chorus: Ein feste Burg ist unser Gott";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV80_COM_1-8_CantataEin_004_00467.xml
Johann Sebastian Bach;1685-1750;BWV 80;COM;2-8;;D major;"Cantata ""Ein feste Burg ist unser Gott"" - Aria (soprano, bass): Alles, was von Gott geboren";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV80_COM_2-8_CantataEin_004_00468.xml
Johann Sebastian Bach;1685-1750;BWV 80;COM;3-8;;B minor-F-sharp minor;"Cantata ""Ein feste Burg ist unser Gott"" - Recitativo (bass): Erwäge doch";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV80_COM_3-8_CantataEin_004_00469.xml
Johann Sebastian Bach;1685-1750;BWV 80;COM;4-8;;B minor;"Cantata ""Ein feste Burg ist unser Gott"" - Aria (soprano): Komm in mein Herzenhaus";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV80_COM_4-8_CantataEin_004_00470.xml
Johann Sebastian Bach;1685-1750;BWV 80;COM;5-8;;D major;"Cantata ""Ein feste Burg ist unser Gott"" - Chorus: Und wenn die Welt voll Teufel wär";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV80_COM_5-8_CantataEin_004_00471.xml
Johann Sebastian Bach;1685-1750;BWV 80;COM;6-8;;B minor-D major;"Cantata ""Ein feste Burg ist unser Gott"" - Recitativo (tenor): So stehe dann";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV80_COM_6-8_CantataEin_004_00472.xml
Johann Sebastian Bach;1685-1750;BWV 80;COM;7-8;;G major;"Cantata ""Ein feste Burg ist unser Gott"" - Duetto (alto, tenor): Wie selig sind doch die, die Gott im Munde tragen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV80_COM_7-8_CantataEin_004_00473.xml
Johann Sebastian Bach;1685-1750;BWV 80;COM;8-8;;D major;"Cantata ""Ein feste Burg ist unser Gott"" - Chorale: Das Wort sie sollen lassen stahn";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV80_COM_8-8_CantataEin_004_00474.xml
Johann Sebastian Bach;1685-1750;BWV 81;COM;COM;;;"Cantata ""Jesus schläft, was soll ich hoffen?"" - Cantata ""Jesus schläft, was soll ich hoffen?""";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV81_COM_COM_CantataJes_004_00475.xml
Johann Sebastian Bach;1685-1750;BWV 82;COM;1-5;;C minor;"Cantata ""Ich habe genug"" - Aria (bass): Ich habe genug";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV82_COM_1-5_CantataIch_004_00476.xml
Johann Sebastian Bach;1685-1750;BWV 82;COM;2-5;;A-sharp major-B-sharp major;"Cantata ""Ich habe genug"" - Recitativo (bass): Ich habe genug";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV82_COM_2-5_CantataIch_004_00477.xml
Johann Sebastian Bach;1685-1750;BWV 82;COM;3+4-5;;E-sharp major & C minor;"Cantata ""Ich habe genug"" - Aria (bass): Schlummert ein, ihr matten Augen & Recitativo (bass): Mein Gott! wenn kömmt das schöne: Nun!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV82_COM_3+4-5_CantataIch_004_00478.xml
Johann Sebastian Bach;1685-1750;BWV 82;COM;5-5;;C minor;"Cantata ""Ich habe genug"" - Aria (bass): Ich freue mich auf meinen Tod";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV82_COM_5-5_CantataIch_004_00479.xml
Johann Sebastian Bach;1685-1750;BWV 83;COM;1-5;;F major;"Cantata ""Erfreute Zeit im neuen Bunde"" - Aria (alto): Erfreute Zeit im neuen Bunde";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV83_COM_1-5_CantataErf_004_00480.xml
Johann Sebastian Bach;1685-1750;BWV 83;COM;2-5;;B-sharp major;"Cantata ""Erfreute Zeit im neuen Bunde"" - Aria (bass): Herr, nun lässest du deinen Diener";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV83_COM_2-5_CantataErf_004_00481.xml
Johann Sebastian Bach;1685-1750;BWV 83;COM;3+4-5;;F major & D minor-A minor;"Cantata ""Erfreute Zeit im neuen Bunde"" - Aria (tenor): Eile, Herz, voll Freudigkeit & Recitativo (alto): Ja, merkt dein Glaube noch viel Finsternis";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV83_COM_3+4-5_CantataErf_004_00482.xml
Johann Sebastian Bach;1685-1750;BWV 83;COM;5-5;;D minor;"Cantata ""Erfreute Zeit im neuen Bunde"" - Chorale: Er ist das Heil und selif Licht";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV83_COM_5-5_CantataErf_004_00483.xml
Johann Sebastian Bach;1685-1750;BWV 84;COM;1-5;;E minor;"Cantata ""Ich bin vergnügt mit meinem Glücke"" - Aria (soprano): Ich bin vergnügt mit meinem Glücke";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV84_COM_1-5_CantataIch_004_00484.xml
Johann Sebastian Bach;1685-1750;BWV 84;COM;2-5;;B minor-D minor;"Cantata ""Ich bin vergnügt mit meinem Glücke"" - Recitativo (soprano): Gott ist mir ja nichts schuldig";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV84_COM_2-5_CantataIch_004_00485.xml
Johann Sebastian Bach;1685-1750;BWV 84;COM;3-5;;G major;"Cantata ""Ich bin vergnügt mit meinem Glücke"" - Aria (soprano): Ich esse mit Freuden mein weniges Brot";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV84_COM_3-5_CantataIch_004_00486.xml
Johann Sebastian Bach;1685-1750;BWV 84;COM;4-5;;E minor-F-sharp minor;"Cantata ""Ich bin vergnügt mit meinem Glücke"" - Recitativo (soprano): Im Schweiße meines Angesichts";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV84_COM_4-5_CantataIch_004_00487.xml
Johann Sebastian Bach;1685-1750;BWV 84;COM;5-5;;B minor;"Cantata ""Ich bin vergnügt mit meinem Glücke"" - Choral: Ich leb indes in dir vergnüget";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV84_COM_5-5_CantataIch_004_00488.xml
Johann Sebastian Bach;1685-1750;BWV 85;COM;1-6;;C minor;"Cantata ""Ich bin ein guter Hirt"" - Aria (bass): Ich bin ein guter Hirt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV85_COM_1-6_CantataIch_004_00489.xml
Johann Sebastian Bach;1685-1750;BWV 85;COM;2-6;;G minor;"Cantata ""Ich bin ein guter Hirt"" - Aria (alto): Jesus ist ein guter Hirt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV85_COM_2-6_CantataIch_004_00490.xml
